ANO_ELEICAO,NUM_TURNO,SIGLA_UF,SIGLA_UE,CODIGO_CARGO,DESCRICAO_CARGO,NOME_CANDIDATO,NUMERO_CANDIDATO,NUMERO_PARTIDO,SIGLA_PARTIDO
2014,1,PE,PE,6,DEPUTADO FEDERAL,ALDO AMARAL DE ARAUJO,1011,10,PRB
2014,1,PE,PE,6,DEPUTADO FEDERAL,LISSANDRO ALVES FAGUNDES,3333,33,PMN
2014,1,PE,PE,6,DEPUTADO FEDERAL,JOÃO DA COSTA BEZERRA FILHO,1310,13,PT
2014,1,PE,PE,6,DEPUTADO FEDERAL,JOSE CAVALCANTI ALVES JUNIOR,1400,14,PTB
2014,1,PE,PE,6,DEPUTADO FEDERAL,JOSÉ FÁBIO FLORENTINO SILVA,1377,13,PT
2014,1,PE,PE,6,DEPUTADO FEDERAL,JOSENILDO SINESIO DA SILVA,1420,14,PTB
2014,1,PE,PE,6,DEPUTADO FEDERAL,JERONIMO NEIVA NETO,2111,21,PCB
2014,1,PE,PE,6,DEPUTADO FEDERAL,ELIENE BARROS FELIPE,2844,28,PRTB
2014,1,PE,PE,6,DEPUTADO FEDERAL,BAIARDO DE ANDRADE LIMA,1524,15,PMDB
2014,1,PE,PE,6,DEPUTADO FEDERAL,ROBERTO SANTOS DA SILVA,3313,33,PMN
2014,1,PE,PE,6,DEPUTADO FEDERAL,CLEUZA PEREIRA DO NASCIMENTO,4022,40,PSB
2014,1,PE,PE,6,DEPUTADO FEDERAL,OSVALDO JOSÉ SILVA,2833,28,PRTB
2014,1,PE,PE,6,DEPUTADO FEDERAL,MARIA APARECIDA MARTINS DOS SANTOS,2713,27,PSDC
2014,1,PE,PE,6,DEPUTADO FEDERAL,ANDRE CARLOS ALVES DE PAULA FILHO,5555,55,PSD
2014,1,PE,PE,6,DEPUTADO FEDERAL,RAUL BELENS JUNGMANN PINTO,2323,23,PPS
2014,1,PE,PE,6,DEPUTADO FEDERAL,MARIA RITA LIMA DA SILVA,1702,17,PSL
2014,1,PE,PE,6,DEPUTADO FEDERAL,ROBSON BEZERRA RODRIGUES,4444,44,PRP
2014,1,PE,PE,6,DEPUTADO FEDERAL,SERGIO DE JESUS GOMES DA CUNHA,2899,28,PRTB
2014,1,PE,PE,6,DEPUTADO FEDERAL,FRANCISCO EURICO DA SILVA,4050,40,PSB
2014,1,PE,PE,6,DEPUTADO FEDERAL,ALBERISSON CARLOS DA SILVA,1490,14,PTB
2014,1,PE,PE,6,DEPUTADO FEDERAL,KARINA MOISES DA SILVA,1493,14,PTB
2014,1,PE,PE,6,DEPUTADO FEDERAL,JOAO FERNANDO PONTUAL COUTINHO,4040,40,PSB
2014,1,PE,PE,6,DEPUTADO FEDERAL,FRANCISCO TADEU BARBOSA DE ALENCAR,4020,40,PSB
2014,1,PE,PE,6,DEPUTADO FEDERAL,MARIA JOSÉ DA SILVA,2897,28,PRTB
2014,1,PE,PE,6,DEPUTADO FEDERAL,DAVID BATISTA SANTIAGO,1422,14,PTB
2014,1,PE,PE,6,DEPUTADO FEDERAL,ANA CRISTINA DE MELO FREIRE GOUVEIA SILVEIRA,4026,40,PSB
2014,1,PE,PE,6,DEPUTADO FEDERAL,ELIZABETE VIEIRA DE FONTES TEOBALDO,1470,14,PTB
2014,1,PE,PE,6,DEPUTADO FEDERAL,TÚLIO GADÊLHA SALES DE MELO,1222,12,PDT
2014,1,PE,PE,6,DEPUTADO FEDERAL,MARIA APARECIDA OLIVEIRA DE LIMA,5440,54,PPL
2014,1,PE,PE,6,DEPUTADO FEDERAL,PAULO CAMELO DE HOLANDA CAVALCANTI,5055,50,PSOL
2014,1,PE,PE,6,DEPUTADO FEDERAL,ADALBERTO CAVALCANTI RODRIGUES,1444,14,PTB
2014,1,PE,PE,6,DEPUTADO FEDERAL,DENISE ALMEIDA DO NASCIMENTO,1005,10,PRB
2014,1,PE,PE,6,DEPUTADO FEDERAL,WALERIA DE ALMEIDA SILVA,1006,10,PRB
2014,1,PE,PE,6,DEPUTADO FEDERAL,SUELEN DA ROCHA CARVALHO,4411,44,PRP
2014,1,PE,PE,6,DEPUTADO FEDERAL,KARLA KESIANY BARBOSA DA SILVA,3370,33,PMN
2014,1,PE,PE,6,DEPUTADO FEDERAL,JOSE ROBERTO AMORIM LEANDRO,4321,43,PV
2014,1,PE,PE,6,DEPUTADO FEDERAL,MARCOS ANTONIO DA SILVA,5050,50,PSOL
2014,1,PE,PE,6,DEPUTADO FEDERAL,RUBENITA FERREIRA DOS SANTOS,2244,22,PR
2014,1,PE,PE,6,DEPUTADO FEDERAL,INALDO SATILINO DE OLIVEIRA,3131,31,PHS
2014,1,PE,PE,6,DEPUTADO FEDERAL,MOISES FRANCISCO DA SILVA,1720,17,PSL
2014,1,PE,PE,6,DEPUTADO FEDERAL,ROBERVAL GOIS,1112,11,PP
2014,1,PE,PE,6,DEPUTADO FEDERAL,SEBASTIAO IGNACIO DE OLIVEIRA JUNIOR,2233,22,PR
2014,1,PE,PE,6,DEPUTADO FEDERAL,JOSE ARNALDO AMARAL,1555,15,PMDB
2014,1,PE,PE,6,DEPUTADO FEDERAL,CARLOS GERALDO SANTANA DE OLIVEIRA,1010,10,PRB
2014,1,PE,PE,6,DEPUTADO FEDERAL,SILVIO SERAFIM COSTA,2020,20,PSC
2014,1,PE,PE,6,DEPUTADO FEDERAL,JOSE FRANCISCO FILHO,7000,70,PT do B
2014,1,PE,PE,6,DEPUTADO FEDERAL,INALDO FERREIRA DA CRUZ,7077,70,PT do B
2014,1,PE,PE,6,DEPUTADO FEDERAL,JOSÉ CLEMENTINO DE AZEVEDO NETO,2828,28,PRTB
2014,1,PE,PE,6,DEPUTADO FEDERAL,SILVIA ALBUQUERQUE LEOCADIO,2133,21,PCB
2014,1,PE,PE,6,DEPUTADO FEDERAL,EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA,1111,11,PP
2014,1,PE,PE,6,DEPUTADO FEDERAL,ZACARIAS VILHARBA,1133,11,PP
2014,1,PE,PE,6,DEPUTADO FEDERAL,DANIEL PIRES COELHO,4545,45,PSDB
2014,1,PE,PE,6,DEPUTADO FEDERAL,JOSÉ FÁBIO GALVÃO,1345,13,PT
2014,1,PE,PE,6,DEPUTADO FEDERAL,NOEME ALVES DA SILVA,1417,14,PTB
2014,1,PI,PI,6,DEPUTADO FEDERAL,HALLYSSON FERREIRA DIAS MONTEIRO,1600,16,PSTU
2014,1,PI,PI,6,DEPUTADO FEDERAL,ANA PAULA DOS SANTOS COSTA,7000,70,PT do B
2014,1,PI,PI,6,DEPUTADO FEDERAL,NAZAMARA BORGES RESENDE,4413,44,PRP
2014,1,PI,PI,6,DEPUTADO FEDERAL,EDILBERTO BORGES DE OLIVEIRA,1345,13,PT
2014,1,PI,PI,6,DEPUTADO FEDERAL,MARIA ANITA CRAVEIRO DA ROCHA NETA,4422,44,PRP
2014,1,PI,PI,6,DEPUTADO FEDERAL,HEITOR HUGO SANTOS DE ALMONDES,4400,44,PRP
2014,1,PI,PI,6,DEPUTADO FEDERAL,ANDERLAN RODRIGUES GOMES SOUSA,2929,29,PCO
2014,1,PI,PI,6,DEPUTADO FEDERAL,VERÔNICA VIANA DE SOUSA,1617,16,PSTU
2014,1,PI,PI,6,DEPUTADO FEDERAL,EDILSON DA COSTA ARAUJO,3123,31,PHS
2014,1,PI,PI,6,DEPUTADO FEDERAL,IRACILDA DE CASTRO LEITE,1530,15,PMDB
2014,1,PI,PI,6,DEPUTADO FEDERAL,FRANCISCO GERSON RODRIGUES LIMA,2111,21,PCB
2014,1,PI,PI,6,DEPUTADO FEDERAL,ELIEZER DEVEZA MENDES,4433,44,PRP
2014,1,PI,PI,6,DEPUTADO FEDERAL,LINDOMAR GERVÁSIO DE SOUSA,4377,43,PV
2014,1,PI,PI,6,DEPUTADO FEDERAL,NIXON DÁRIO LAGES TELES DE OLIVEIRA,4411,44,PRP
2014,1,PI,PI,6,DEPUTADO FEDERAL,CLEOPLÍNIO DIAS DA SILVA,4343,43,PV
2014,1,PI,PI,6,DEPUTADO FEDERAL,MARLLOS ROSSANO RIBEIRO GONÇALVES DE SAMPAIO,1511,15,PMDB
2014,1,PI,PI,6,DEPUTADO FEDERAL,SEMIRAMES DE GUADALUPE MOTA SOUSA,5522,55,PSD
2014,1,PI,PI,6,DEPUTADO FEDERAL,CLEIDE NÁLIA DE SOUSA LOPES,5021,50,PSOL
2014,1,PI,PI,6,DEPUTADO FEDERAL,FRANCISCO TOMAZ TEIXEIRA,1555,15,PMDB
2014,1,PI,PI,6,DEPUTADO FEDERAL,DAVI DE SOUSA SILVA,1919,19,PTN
2014,1,PI,PI,6,DEPUTADO FEDERAL,AURICELIA SOUSA OLIVEIRA,4340,43,PV
2014,1,PI,PI,6,DEPUTADO FEDERAL,JOAQUIM DO NASCIMENTO SOUSA,2525,25,DEM
2014,1,PI,PI,6,DEPUTADO FEDERAL,FÁBIO ABREU COSTA,1490,14,PTB
2014,1,PI,PI,6,DEPUTADO FEDERAL,ANTONIO ALMEIDA DE SOUSA,3677,36,PTC
2014,1,PI,PI,6,DEPUTADO FEDERAL,JOSÉ FRANCISCO PAES LANDIM,1410,14,PTB
2014,1,PI,PI,6,DEPUTADO FEDERAL,ALEXANDRE JOSÉ SÁ DE OLIVEIRA,4300,43,PV
2014,1,PI,PI,6,DEPUTADO FEDERAL,FLAVIO RODRIGUES NOGUEIRA,1212,12,PDT
2014,1,PI,PI,6,DEPUTADO FEDERAL,CARLA PRYSCILLA E SILVA DE OLIVEIRA,2113,21,PCB
2014,1,PI,PI,6,DEPUTADO FEDERAL,REJANE RIBEIRO SOUSA DIAS,1311,13,PT
2014,1,PI,PI,6,DEPUTADO FEDERAL,BELIZÁRIO DE OLIVEIRA CASTRO,7012,70,PT do B
2014,1,PI,PI,6,DEPUTADO FEDERAL,FILINTRO LURA DE SÁ NETO,2533,25,DEM
2014,1,PI,PI,6,DEPUTADO FEDERAL,JOSE MILTON DA SILVA,3699,36,PTC
2014,1,PI,PI,6,DEPUTADO FEDERAL,DARIO DE PAULO CASTRO,1545,15,PMDB
2014,1,PI,PI,6,DEPUTADO FEDERAL,JOSE HILMAR GOMES DA SILVA,1011,10,PRB
2014,1,PI,PI,6,DEPUTADO FEDERAL,CARIOLANDO PEREIRA DE FRANÇA,5010,50,PSOL
2014,1,PI,PI,6,DEPUTADO FEDERAL,JOSE REINALDO DA SILVA,1234,12,PDT
2014,1,PI,PI,6,DEPUTADO FEDERAL,EMERSON ALVES DA ROCHA,3145,31,PHS
2014,1,PI,PI,6,DEPUTADO FEDERAL,MARCELO COSTA E CASTRO,1515,15,PMDB
2014,1,PI,PI,6,DEPUTADO FEDERAL,ALICE LOPES DE ANDRADE E SILVA LEBRE,4333,43,PV
2014,1,PI,PI,6,DEPUTADO FEDERAL,JOEL SOARES DE ARAÚJO,4357,43,PV
2014,1,PI,PI,6,DEPUTADO FEDERAL,MARIANA LIMA DA SILVA,1433,14,PTB
2014,1,PI,PI,6,DEPUTADO FEDERAL,WILSON DAS CHAGAS SILVA,5400,54,PPL
2014,1,PI,PI,6,DEPUTADO FEDERAL,LAECIO DE SOUSA BORGES,4444,44,PRP
2014,1,PI,PI,6,DEPUTADO FEDERAL,FRANCISCO DAS CHAGAS MENDES DA SILVA,5050,50,PSOL
2014,1,PI,PI,6,DEPUTADO FEDERAL,BRENDA CECILIA QUEIROZ DE MELO,5433,54,PPL
2014,1,PI,PI,6,DEPUTADO FEDERAL,JOSÉ JOÃO DA SILVA,3311,33,PMN
2014,1,PI,PI,6,DEPUTADO FEDERAL,OSMAR RIBEIRO DE ALMEIDA JÚNIOR,6565,65,PC do B
2014,1,PI,PI,6,DEPUTADO FEDERAL,MARIA DA PURIFICAÇÃO CARVALHO LIMA DE ALENCAR,5445,54,PPL
2014,1,PI,PI,6,DEPUTADO FEDERAL,ELIANE TEREZINHA QUEIROGA MOREIRA,1400,14,PTB
2014,1,PI,PI,6,DEPUTADO FEDERAL,FRANCISCO DE ASSIS CARVALHO GONÇALVES,1313,13,PT
2014,1,PI,PI,6,DEPUTADO FEDERAL,CELSO HENRIQUE BARBOSA LIMA,2323,23,PPS
2014,1,PI,PI,6,DEPUTADO FEDERAL,JOÃO MARIANO DE SOUSA,1314,13,PT
2014,1,PI,PI,6,DEPUTADO FEDERAL,GILBERTO DA PAIXÃO FONSECA,1300,13,PT
2014,1,PI,PI,6,DEPUTADO FEDERAL,SAMIO FALCAO MENDES,3100,31,PHS
2014,1,PI,PI,6,DEPUTADO FEDERAL,AFRANIO GOMES DE SENA,2077,20,PSC
2014,1,PI,PI,6,DEPUTADO FEDERAL,JOVENILIA ALVES DE OLIVEIRA MONTEIRO,1414,14,PTB
2014,1,PI,PI,6,DEPUTADO FEDERAL,CARLOS HENRIQUE DE FREITAS ROCHA,3122,31,PHS
2014,1,PI,PI,6,DEPUTADO FEDERAL,ANA LETICIA LEMOS PEDREIRA ALVARENGA,1322,13,PT
2014,1,PI,PI,6,DEPUTADO FEDERAL,RAIMUNDA NASCIMENTO SANTOS,2532,25,DEM
2014,1,PI,PI,6,DEPUTADO FEDERAL,JOSÉ LUIZ DE SOUSA,1113,11,PP
2014,1,PI,PI,6,DEPUTADO FEDERAL,CRHISTIANE LOURDES DE OLIVEIRA MACÊDO,3301,33,PMN
2014,1,PI,PI,6,DEPUTADO FEDERAL,MARIA DE JESUS SILVA,4311,43,PV
2014,1,PI,PI,6,DEPUTADO FEDERAL,HUGO NAPOLEÃO DO REGO NETO,5500,55,PSD
2014,1,PI,PI,6,DEPUTADO FEDERAL,THUYLA KAYNARA DE OLIVEIRA MARTINS,3636,36,PTC
2014,1,PI,PI,6,DEPUTADO FEDERAL,JULIO CESAR DE CARVALHO LIMA,5555,55,PSD
2014,1,PI,PI,6,DEPUTADO FEDERAL,IDONEIL SANTANA MESQUITA,1000,10,PRB
2014,1,PI,PI,6,DEPUTADO FEDERAL,RAIMUNDA NONATA GOMES,2345,23,PPS
2014,1,PI,PI,6,DEPUTADO FEDERAL,RAIFRAN DE ARAUJO PASSOS E SILVA,5454,54,PPL
2014,1,PI,PI,6,DEPUTADO FEDERAL,DIANA REIS LIMA DA CUNHA,6578,65,PC do B
2014,1,PI,PI,6,DEPUTADO FEDERAL,SILAS FREIRE PEREIRA E SILVA,2222,22,PR
2014,1,PI,PI,6,DEPUTADO FEDERAL,FILOMENO JULIO DA CAMARA FALCAO E CARVALHO MONTANHA,1441,14,PTB
2014,1,PI,PI,6,DEPUTADO FEDERAL,RAIMUNDO ALCEMIR DA SILVA,1416,14,PTB
2014,1,PI,PI,6,DEPUTADO FEDERAL,EVA GOMES DA SILVA,3135,31,PHS
2014,1,PI,PI,6,DEPUTADO FEDERAL,CARLA SOARES SANTOS,1010,10,PRB
2014,1,PI,PI,6,DEPUTADO FEDERAL,ALLAN KARDEK DE OLIVEIRA ARAÚJO,5122,51,PEN
2014,1,PI,PI,6,DEPUTADO FEDERAL,ELISVANIA RODRIGUES DA SILVA,1789,17,PSL
2014,1,PI,PI,6,DEPUTADO FEDERAL,JOSÉ DE RIBAMAR DE SOUSA ROCHA,4334,43,PV
2014,1,PI,PI,6,DEPUTADO FEDERAL,EDILSON NETE RODRIGUES SANTOS,2121,21,PCB
2014,1,PI,PI,6,DEPUTADO FEDERAL,ROMILDO MACÊDO MAFRA,9090,90,PROS
2014,1,PI,PI,6,DEPUTADO FEDERAL,RODRIGO RODRIGUES DE SOUZA MARTINS,4041,40,PSB
2014,1,PI,PI,6,DEPUTADO FEDERAL,FRANCISCO OLIVEIRA DA SILVA,5444,54,PPL
2014,1,PI,PI,6,DEPUTADO FEDERAL,JULLYANE ALVES TEIXEIRA,1616,16,PSTU
2014,1,PI,PI,6,DEPUTADO FEDERAL,MARIA MADALENA NUNES,5051,50,PSOL
2014,1,PI,PI,6,DEPUTADO FEDERAL,FAUSTO LUIZ DUARTE RIPARDO,2112,21,PCB
2014,1,PI,PI,6,DEPUTADO FEDERAL,MERLONG SOLANO NOGUEIRA,1333,13,PT
2014,1,PI,PI,6,DEPUTADO FEDERAL,ROQUE CARVALHO LAGES,4345,43,PV
2014,1,PI,PI,6,DEPUTADO FEDERAL,ATILA FREITAS LIRA,4040,40,PSB
2014,1,PI,PI,6,DEPUTADO FEDERAL,JOSE GERALDO ALENCAR FILHO,4000,40,PSB
2014,1,PI,PI,6,DEPUTADO FEDERAL,FRANCISCO HILTON NASCIMENTO,3199,31,PHS
2014,1,PI,PI,6,DEPUTADO FEDERAL,RITA DE CÁSSIA FERREIRA DE SOUSA,4322,43,PV
2014,1,PI,PI,6,DEPUTADO FEDERAL,CHEILA MARIA GOMES DA SILVA,7085,70,PT do B
2014,1,PI,PI,6,DEPUTADO FEDERAL,JOAO ALVARES DE OLIVEIRA FILHO,4420,44,PRP
2014,1,PI,PI,6,DEPUTADO FEDERAL,JOSÉ MARIA DO NASCIMENTO,2580,25,DEM
2014,1,PI,PI,6,DEPUTADO FEDERAL,ANTONIO FRANCISCO GOMES DE CASTRO,5123,51,PEN
2014,1,PI,PI,6,DEPUTADO FEDERAL,EDIVALDO PORTELA DE OLIVEIRA,3111,31,PHS
2014,1,PI,PI,6,DEPUTADO FEDERAL,FRANCISCA XAVIER PEREIRA DE CEIA,1710,17,PSL
2014,1,PI,PI,6,DEPUTADO FEDERAL,VALMIR PAZ GIL,1444,14,PTB
2014,1,PI,PI,6,DEPUTADO FEDERAL,KATARINA SOUZA CORREA,3144,31,PHS
2014,1,PI,PI,6,DEPUTADO FEDERAL,EDINA CRUZ DE SOUSA LIMA,2727,27,PSDC
2014,1,PI,PI,6,DEPUTADO FEDERAL,HERACLITO DE SOUSA FORTES,4036,40,PSB
2014,1,PI,PI,6,DEPUTADO FEDERAL,FRANCISCO ALEXANDRE BRANDÃO CARDOSO,4321,43,PV
2014,1,PI,PI,6,DEPUTADO FEDERAL,JULIA ALVES DE AQUINO,2010,20,PSC
2014,1,PI,PI,6,DEPUTADO FEDERAL,MARIA DO ROSARIO DE FATIMA VITORINO DA SILVA,4455,44,PRP
2014,1,PI,PI,6,DEPUTADO FEDERAL,ANTONIO DE PADUA DO REGO MONTEIRO,3300,33,PMN
2014,1,PI,PI,6,DEPUTADO FEDERAL,JOSÉ DE ANDRADE MAIA FILHO,7777,77,SD
2014,1,PI,PI,6,DEPUTADO FEDERAL,IRACEMA MARIA PORTELLA NUNES NOGUEIRA LIMA,1111,11,PP
2014,1,PI,PI,6,DEPUTADO FEDERAL,GONÇALO MANOEL DA SILVA,3131,31,PHS
2014,1,PI,PI,6,DEPUTADO FEDERAL,JOÃO SABINO DOS SANTOS SOBRINHO,4477,44,PRP
2014,1,PI,PI,6,DEPUTADO FEDERAL,MARTA MARIA DE ARAÚJO DA SILVA,3134,31,PHS
2014,1,PI,PI,6,DEPUTADO FEDERAL,EDILSON DE ARAÚJO LIMA,1200,12,PDT
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,ERNANI BOLDRIM DE FREITAS LIMA,1744,17,PSL
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,LUCIANA DIAS DE MOURA PAIVA LEIVAS,7767,77,SD
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,ANDRÉ DE OLIVEIRA,7788,77,SD
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,ARLINDO DA SILVA RODRIGUES LOPES,1707,17,PSL
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,CLAURIO MONTEIRO DE ARAUJO,1722,17,PSL
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,CAIO CESAR ANDRADE BEZERRA DA SILVA,2100,21,PCB
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,MARCIA ALMEIDA DOMINGUES,2254,22,PR
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,FÁBIO DE MORAES RIBEIRO,1035,10,PRB
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,CLEBER LUIS FERNANDES DE ARAUJO,7099,70,PT do B
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,FERNANDO LEITE SIQUEIRA,5454,54,PPL
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,LUIS ROBERTO COUTINHO,2210,22,PR
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,GIL VICENTE GONÇALVES GUERRA,2728,27,PSDC
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,FABIANO DE SOUZA VIEIRA,5029,50,PSOL
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,VALMIR DE CARVALHO FARIA,5006,50,PSOL
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,SOLANGE DOS SANTOS PACHECO,5077,50,PSOL
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,FERNANDO ALVES DE LIMA INACIO SILVA,5040,50,PSOL
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,ANA PAULA DA SILVA SOUZA,5003,50,PSOL
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,BARBARA DANIELA JACQUES RODRIGUES,3300,33,PMN
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,ANTONIO DE SOUZA SILVA,1090,10,PRB
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,CARLOS DIAS FILHO,5588,55,PSD
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,ALEXSANDRA DOS SANTOS MARIO,4562,45,PSDB
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,MARIA LUCIA COSTA SILVA,1344,13,PT
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,SIRLEI MARIA HOFFMANN,4332,43,PV
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,ANDREIA GUIMARÃES DE OLIVEIRA FRAZÃO,1360,13,PT
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,ELIANE GREGÓRIO DE ALMEIDA,1319,13,PT
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,LUCY ANA MIGUERES DO NASCIMENTO,1392,13,PT
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,AFONSO DE ALBUQUERQUE REIS E SILVA NETO,1370,13,PT
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,TANIA CRISTINA LUCAS GUIMARÃES,4024,40,PSB
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,CARMEN LUCIA ALVARINO RAMOS DA SILVA,3153,31,PHS
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,GILBERTO DE ATAIDE BARROSO,1729,17,PSL
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,LAYDSON CARLOS DE SOUZA CRUZ,1720,17,PSL
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,MARIA EDNA DA CRUZ SIMÕES,1702,17,PSL
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,EDMILSON ROSARIO DA SILVA,5026,50,PSOL
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,MARCIO FERREIRA LAMEIRA,5007,50,PSOL
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,FRANCISCO DE PAULA DOS REIS LIMA,5010,50,PSOL
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,VERISSIMO MOREIRA DA SILVA FILHO,5088,50,PSOL
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,JOÃO BATISTA OLIVEIRA DE ARAUJO,5051,50,PSOL
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,CELSO DE SOUZA ANDRADE,4055,40,PSB
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,ALEXANDRE DE PAULA DA SILVA,7096,70,PT do B
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,ELCIO CARNEIRO CARVALHO JUNIOR,7028,70,PT do B
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,ELIANE VIANA JORDÃO FERNANDES,7040,70,PT do B
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,MARTA FERNANDES GONÇALVES,2770,27,PSDC
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,ANTONIA SOARES DE SOUSA,7086,70,PT do B
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,MARIA DE FATIMA BORGES RIBEIRO,4525,45,PSDB
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,DAVID PEREIRA CORREA,4544,45,PSDB
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,RICARDO XAVIER VIDAL,4575,45,PSDB
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,MARIA DE FATIMA SALES,4558,45,PSDB
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,SAVIO LUIS FERREIRA NEVES FILHO,5151,51,PEN
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,JACINTA DE LOURDES SILVA FARIAS,5106,51,PEN
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,LEONARDO BARBOSA CAVALCANTE,2321,23,PPS
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,CÉSAR LOPES MEDEIROS,2511,25,DEM
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,ELISANGELA ESCALEIRA GOMES,2566,25,DEM
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,HEITOR DURVILLE PORTO,2501,25,DEM
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,ABIMAEL CIRIACO DA SILVA,3146,31,PHS
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,WILSON DUFLES ALMEIDA LIMA,1041,10,PRB
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,AUGUSTO CÉSAR DE AVELLAR FILHO,7090,70,PT do B
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,MARIANA PAESLER COUTINHO,7013,70,PT do B
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,RENATO ROCHA,7057,70,PT do B
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,DARLAN PAULO DOS SANTOS,5140,51,PEN
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,MARIA DA CONCEIÇÃO SILVA,5183,51,PEN
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,SERGIO LUIZ CORREA,5165,51,PEN
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,ELIA MARTA SAMUEL,5195,51,PEN
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,CELIO DE JESUS DOS SANTOS,2750,27,PSDC
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,LUCIA MOREIRA DAMASCENO,1030,10,PRB
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,VANIA ALVES ROCHA DE OLIVEIRA,3169,31,PHS
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,FABIO ALEXANDRE SIMÕES LEITE,2888,28,PRTB
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,WAGNER DE ALMEIDA SANTOS,2580,25,DEM
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,MARCO ANTÔNIO DE OLIVEIRA,1051,10,PRB
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,MARISTELA PEPE GONZAGA ALBERTINI,1080,10,PRB
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,ANTONIO GILSON DE OLIVEIRA,1020,10,PRB
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,REGINALDA MARIA DE SOUZA,1049,10,PRB
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,EDIR NASCIMENTO MARINS,1068,10,PRB
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,JOSEMAR LUCAS FERREIRA PADILHA,3344,33,PMN
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,EDSON RIBEIRO MAGALHÃES SILVA,5589,55,PSD
2014,1,RJ,RJ,6,DEPUTADO FEDERAL,VIRGÍLIO EDERSON LAGRIMANTE,5515,55,PSD
