ANO_ELEICAO,NUM_TURNO,SIGLA_UF,SIGLA_UE,CODIGO_CARGO,DESCRICAO_CARGO,NOME_CANDIDATO,NUMERO_CANDIDATO,NUMERO_PARTIDO,SIGLA_PARTIDO
2014,1,MT,MT,6,DEPUTADO FEDERAL,ANTONIO LUCIO DE OLIVEIRA NETO,3131,31,PHS
2014,1,MT,MT,6,DEPUTADO FEDERAL,CARLOS ALBERTO DE OLIVEIRA,3110,31,PHS
2014,1,MT,MT,6,DEPUTADO FEDERAL,ISABEL CRISTINA GAMA DA SILVEIRA,1234,12,PDT
2014,1,MT,MT,6,DEPUTADO FEDERAL,BENEDITO MORAES DE ALENCASTRO,2877,28,PRTB
2014,1,MT,MT,6,DEPUTADO FEDERAL,MARA FRANCISCA DE OLIVEIRA LIMA,2211,22,PR
2014,1,MT,MT,6,DEPUTADO FEDERAL,ADRIANA GOMES CASTANHO,9080,90,PROS
2014,1,MT,MT,6,DEPUTADO FEDERAL,EWERTON APARECIDO MOREIRA SALGADO,2777,27,PSDC
2014,1,MT,MT,6,DEPUTADO FEDERAL,FELIX MANOEL SOUZA PINTO ALVARES,7789,77,SD
2014,1,MT,MT,6,DEPUTADO FEDERAL,MANOEL ASCINDINO DE ALMEIDA FILHO,7067,70,PT do B
2014,1,MT,MT,6,DEPUTADO FEDERAL,ANA RITA MACIEL RIBEIRO,2555,25,DEM
2014,1,MT,MT,6,DEPUTADO FEDERAL,MARIA GERALDA FERREIRA DE ANDRADE,3355,33,PMN
2014,1,MT,MT,6,DEPUTADO FEDERAL,LUCIANO HENRIQUE DE LIMA PEREIRA,3104,31,PHS
2014,1,MT,MT,6,DEPUTADO FEDERAL,UBIRACY NOGUEIRA FELIX,3133,31,PHS
2014,1,MT,MT,6,DEPUTADO FEDERAL,FRANCISCO EURIPEDES DE LIMA,4567,45,PSDB
2014,1,MT,MT,6,DEPUTADO FEDERAL,FRANCISCO WASHINGTON BARBOSA,1010,10,PRB
2014,1,MT,MT,6,DEPUTADO FEDERAL,MARIA EUGENIA BRAGA,7033,70,PT do B
2014,1,MT,MT,6,DEPUTADO FEDERAL,ROSALVO OTACÍLIO DA COSTA,5065,50,PSOL
2014,1,MT,MT,6,DEPUTADO FEDERAL,SUADNA MACEDO DE SOUZA,5000,50,PSOL
2014,1,MT,MT,6,DEPUTADO FEDERAL,MARIA JOSÉ BORGES,1522,15,PMDB
2014,1,MT,MT,6,DEPUTADO FEDERAL,SILVANA DORNEL,7012,70,PT do B
2014,1,MT,MT,6,DEPUTADO FEDERAL,FABIO PAULINO GARCIA,4010,40,PSB
2014,1,MT,MT,6,DEPUTADO FEDERAL,JOSEFINA ALMEIDA,4546,45,PSDB
2014,1,MT,MT,6,DEPUTADO FEDERAL,VANDERLEY DA GUIA,5060,50,PSOL
2014,1,MT,MT,6,DEPUTADO FEDERAL,AVELINO RIBEIRO DA SILVA NETO,1599,15,PMDB
2014,1,MT,MT,6,DEPUTADO FEDERAL,ISAC NASCIMENTO MARQUES,1012,10,PRB
2014,1,MT,MT,6,DEPUTADO FEDERAL,ELZIRENE ROSSETE GOMES,7799,77,SD
2014,1,MT,MT,6,DEPUTADO FEDERAL,GERUZA TEIXEIRA CAMARGO,4312,43,PV
2014,1,MT,MT,6,DEPUTADO FEDERAL,GILDO GERONASSIO NETO,7090,70,PT do B
2014,1,MT,MT,6,DEPUTADO FEDERAL,NEUSA ANAIA DE SOUZA GOMES,3334,33,PMN
2014,1,MT,MT,6,DEPUTADO FEDERAL,MANOEL COSTA PARRIÃO,5055,50,PSOL
2014,1,MT,MT,6,DEPUTADO FEDERAL,VALTENIR LUIZ PEREIRA,9090,90,PROS
2014,1,MT,MT,6,DEPUTADO FEDERAL,HERMINIO BARRETO,2290,22,PR
2014,1,MT,MT,6,DEPUTADO FEDERAL,ROGÉRIO SILVA SANTOS,9000,90,PROS
2014,1,MT,MT,6,DEPUTADO FEDERAL,ANTONIO ROSA RODRIGUES,9011,90,PROS
2014,1,MT,MT,6,DEPUTADO FEDERAL,DENILSON ROBERTO SODRE DE OLIVEIRA,9030,90,PROS
2014,1,MT,MT,6,DEPUTADO FEDERAL,ELOI LUIZ DE ALMEIDA,5512,55,PSD
2014,1,MT,MT,6,DEPUTADO FEDERAL,ELIENE JOSÉ DE LIMA,5540,55,PSD
2014,1,MT,MT,6,DEPUTADO FEDERAL,REGINA PIZOLLI DA SILVA,5588,55,PSD
2014,1,MT,MT,6,DEPUTADO FEDERAL,EUZIMAR SANTOS BATISTA,9070,90,PROS
2014,1,MT,MT,6,DEPUTADO FEDERAL,CESAR LIMA DO NASCIMENTO,7070,70,PT do B
2014,1,MT,MT,6,DEPUTADO FEDERAL,ELIANE DA SILVA LELIS,4322,43,PV
2014,1,MS,MS,6,DEPUTADO FEDERAL,EDERLON FERRA CORREIA,1616,16,PSTU
2014,1,MS,MS,6,DEPUTADO FEDERAL,ANA PAULA BORTOLIERO DUTRA,7077,70,PT do B
2014,1,MS,MS,6,DEPUTADO FEDERAL,MARIA DE FÁTIMA CARDOSO,1450,14,PTB
2014,1,MS,MS,6,DEPUTADO FEDERAL,AILTON STROPA GARCIA,2500,25,DEM
2014,1,MS,MS,6,DEPUTADO FEDERAL,CLAUDIO ROBERTO SIQUEIRA LINS,7012,70,PT do B
2014,1,MS,MS,6,DEPUTADO FEDERAL,JOSÉ ORCÍRIO MIRANDA DOS SANTOS,1313,13,PT
2014,1,MS,MS,6,DEPUTADO FEDERAL,AMILTON APARECIDO DA SILVA,1715,17,PSL
2014,1,MS,MS,6,DEPUTADO FEDERAL,MARIA THEREZA BARBOSA DE SOUZA,1744,17,PSL
2014,1,MS,MS,6,DEPUTADO FEDERAL,CARLOS ALBERTO ALFONSO DE MELO,7071,70,PT do B
2014,1,MS,MS,6,DEPUTADO FEDERAL,CRISTINA RODRIGUES DE MORAES,4577,45,PSDB
2014,1,MS,MS,6,DEPUTADO FEDERAL,VANDER LUIZ DOS SANTOS LOUBET,1331,13,PT
2014,1,MS,MS,6,DEPUTADO FEDERAL,NELSON DE MIRANDA OSÓRIO,1414,14,PTB
2014,1,MS,MS,6,DEPUTADO FEDERAL,MARCELO PEREIRA MOURÃO,5555,55,PSD
2014,1,MS,MS,6,DEPUTADO FEDERAL,MARCIO CAMPOS MONTEIRO,4545,45,PSDB
2014,1,MS,MS,6,DEPUTADO FEDERAL,VALDIR PIRES CARDOSO,4580,45,PSDB
2014,1,MS,MS,6,DEPUTADO FEDERAL,JENNIFER GUIMARÃES OLERIANO,1600,16,PSTU
2014,1,MS,MS,6,DEPUTADO FEDERAL,FERNANDO AMARAL COUTO DE SOUZA,1110,11,PP
2014,1,MS,MS,6,DEPUTADO FEDERAL,MARCELINO NUNES DE OLIVEIRA,9033,90,PROS
2014,1,MS,MS,6,DEPUTADO FEDERAL,MARIA FELIX DE CARVALHO,1314,13,PT
2014,1,MS,MS,6,DEPUTADO FEDERAL,JOSEMAR TOMAZELLI,4455,44,PRP
2014,1,MS,MS,6,DEPUTADO FEDERAL,WILSON SAMI SAAUMA IBRAHIM,1510,15,PMDB
2014,1,MS,MS,6,DEPUTADO FEDERAL,TEREZA CRISTINA CORREA DA COSTA DIAS,4040,40,PSB
2014,1,MS,MS,6,DEPUTADO FEDERAL,JORGE APARECIDO QUEIRÓZ,4567,45,PSDB
2014,1,MS,MS,6,DEPUTADO FEDERAL,RICARDO CHIMIRRI CANDIA,1552,15,PMDB
2014,1,MS,MS,6,DEPUTADO FEDERAL,DANIEL VALDEZ GODOY,2525,25,DEM
2014,1,MS,MS,6,DEPUTADO FEDERAL,KELLY CINARA AGUILHER NASCIMENTO,5050,50,PSOL
2014,1,MS,MS,6,DEPUTADO FEDERAL,MARIA DAS DORES ROCHA,1199,11,PP
2014,1,MS,MS,6,DEPUTADO FEDERAL,SONIA DOS SANTOS DE SOUZA,2723,27,PSDC
2014,1,MS,MS,6,DEPUTADO FEDERAL,CLAUDIO ALVES SERTÃO,1919,19,PTN
2014,1,MS,MS,6,DEPUTADO FEDERAL,LEONISE PEREIRA DE ARAÚJO,7080,70,PT do B
2014,1,MS,MS,6,DEPUTADO FEDERAL,KELLY CRISTINA DA SILVA,4422,44,PRP
2014,1,MS,MS,6,DEPUTADO FEDERAL,MARCOS RIBEIRO DOS ANJOS,5456,54,PPL
2014,1,MS,MS,6,DEPUTADO FEDERAL,MARIA CONCEIÇÃO DA SILVA PEREIRA,1701,17,PSL
2014,1,MS,MS,6,DEPUTADO FEDERAL,ROBERTO ROJO RODRIGUES,5567,55,PSD
2014,1,MS,MS,6,DEPUTADO FEDERAL,ANGELA MARIA DA ANUNCIAÇÃO LOUREIRO,4461,44,PRP
2014,1,MS,MS,6,DEPUTADO FEDERAL,JULIO CESAR BILLERBECK DOS SANTOS,7005,70,PT do B
2014,1,MS,MS,6,DEPUTADO FEDERAL,ADEMAR VIEIRA JUNIOR,5511,55,PSD
2014,1,MS,MS,6,DEPUTADO FEDERAL,ALBERTO DE MEDEIROS GUIMARAES,1169,11,PP
2014,1,MS,MS,6,DEPUTADO FEDERAL,ANTONIO CARLOS SIUF HINDO,5011,50,PSOL
2014,1,MS,MS,6,DEPUTADO FEDERAL,VANDERLEI AMARO DA SILVA JUNIOR,1713,17,PSL
2014,1,MS,MS,6,DEPUTADO FEDERAL,DAGOBERTO NOGUEIRA FILHO,1234,12,PDT
2014,1,MS,MS,6,DEPUTADO FEDERAL,FREDSON FREITAS DA COSTA,4555,45,PSDB
2014,1,MS,MS,6,DEPUTADO FEDERAL,CRISTIANO JOSÉ MARTINS DE FREITAS,4343,43,PV
2014,1,MS,MS,6,DEPUTADO FEDERAL,WALTER RIBEIRO HORA,2345,23,PPS
2014,1,MS,MS,6,DEPUTADO FEDERAL,CARLOS EDUARDO XAVIER MARUN,1515,15,PMDB
2014,1,MS,MS,6,DEPUTADO FEDERAL,RONILÇO CRUZ DE OLIVEIRA,4410,44,PRP
2014,1,MS,MS,6,DEPUTADO FEDERAL,ANTÔNIO CEZAR SANTOS SABATEL,5575,55,PSD
2014,1,MS,MS,6,DEPUTADO FEDERAL,ELIZEU DIONIZIO SOUZA  DA SILVA,7777,77,SD
2014,1,MS,MS,6,DEPUTADO FEDERAL,BRUNO ALBERTO GONZALES DE REICHARDT,1555,15,PMDB
2014,1,MS,MS,6,DEPUTADO FEDERAL,ZANON LAMUNIER DA SILVA,3155,31,PHS
2014,1,MS,MS,6,DEPUTADO FEDERAL,FABRÍCIO VENTUROLI LUNARDI,9090,90,PROS
2014,1,MS,MS,6,DEPUTADO FEDERAL,DANIELE DA SILVA SANTOS,4500,45,PSDB
2014,1,MS,MS,6,DEPUTADO FEDERAL,ANISIO GUILHERME DA FONSECA,5058,50,PSOL
2014,1,MS,MS,6,DEPUTADO FEDERAL,LUCIANA DA TRINDADE,5001,50,PSOL
2014,1,MS,MS,6,DEPUTADO FEDERAL,YVES DROSGHIC,1212,12,PDT
2014,1,MS,MS,6,DEPUTADO FEDERAL,ARILDO SOARES DELGADILHO,1733,17,PSL
2014,1,MS,MS,6,DEPUTADO FEDERAL,ILZE ROCHA DE SOUZA,1786,17,PSL
2014,1,MS,MS,6,DEPUTADO FEDERAL,LUCILENE KERCHES DE MENEZES BARROQUIEL,1516,15,PMDB
2014,1,MS,MS,6,DEPUTADO FEDERAL,JOHNNY GUERRA GAI,1505,15,PMDB
2014,1,MS,MS,6,DEPUTADO FEDERAL,EVALDO PAVÃO SENGER,1700,17,PSL
2014,1,MS,MS,6,DEPUTADO FEDERAL,GERALDO RESENDE PEREIRA,1511,15,PMDB
2014,1,MS,MS,6,DEPUTADO FEDERAL,SONIA MARINHO DE SOUZA SILVA,3108,31,PHS
2014,1,MS,MS,6,DEPUTADO FEDERAL,MARÇAL GONÇALVES LEITE FILHO,1567,15,PMDB
2014,1,MS,MS,6,DEPUTADO FEDERAL,VALMIR MESSIAS DE MOURA FÉ,2002,20,PSC
2014,1,MS,MS,6,DEPUTADO FEDERAL,EDILSON MOREIRA DE ALENCAR,1222,12,PDT
2014,1,MS,MS,6,DEPUTADO FEDERAL,ANASTÁCIO PERALTA,1333,13,PT
2014,1,MS,MS,6,DEPUTADO FEDERAL,GEAN CARLOS VOLPATO,1522,15,PMDB
2014,1,MS,MS,6,DEPUTADO FEDERAL,ANTONIO CARLOS BIFFI,1322,13,PT
2014,1,MS,MS,6,DEPUTADO FEDERAL,CELESTINO GONÇALVES DE OLIVEIRA,3140,31,PHS
2014,1,MS,MS,6,DEPUTADO FEDERAL,ISAIAS FERREIRA BITTENCOURT,1010,10,PRB
2014,1,MS,MS,6,DEPUTADO FEDERAL,JOELSON SEBASTIÃO BALEJO DE ARRUDA,4490,44,PRP
2014,1,MS,MS,6,DEPUTADO FEDERAL,AMARILIS PEREIRA AMARAL SCUDELLARI,1377,13,PT
2014,1,MS,MS,6,DEPUTADO FEDERAL,LADIO VERON CAVALHEIRO,5000,50,PSOL
2014,1,MS,MS,6,DEPUTADO FEDERAL,DHAIANY WEIS FERREIRA,4456,44,PRP
2014,1,MS,MS,6,DEPUTADO FEDERAL,MARIO CESAR FONSECA DA SILVA,6567,65,PC do B
2014,1,MS,MS,6,DEPUTADO FEDERAL,MANOEL DO CARMO VITÓRIO,4022,40,PSB
2014,1,MS,MS,6,DEPUTADO FEDERAL,SAULO GARCIA QUEIRÓZ,5510,55,PSD
2014,1,MS,MS,6,DEPUTADO FEDERAL,LUIZ HENRIQUE MANDETTA,2555,25,DEM
2014,1,MS,MS,6,DEPUTADO FEDERAL,WALQUÍRIA MENEZES MORAES,1330,13,PT
2014,1,MS,MS,6,DEPUTADO FEDERAL,CARLA CHARBEL STEPHANINI,1500,15,PMDB
2014,1,MS,MS,6,DEPUTADO FEDERAL,ROSINEIA SILVA DE CARVALHO,1789,17,PSL
2014,1,MS,MS,6,DEPUTADO FEDERAL,LUCIMAR FIGUEIREDO ROZA DENIS,2020,20,PSC
2014,1,MS,MS,6,DEPUTADO FEDERAL,RITVA CECILIA DE QUEIROZ GARCIA VIEIRA,1133,11,PP
2014,1,MS,MS,6,DEPUTADO FEDERAL,ANTONIO JOSÉ DE SOUZA LOBO,2828,28,PRTB
2014,1,MS,MS,6,DEPUTADO FEDERAL,ALDO EURIPEDES DONIZETE,2311,23,PPS
2014,1,MS,MS,6,DEPUTADO FEDERAL,ROSÂNGELA ROSEMARI SILVA,3122,31,PHS
2014,1,MS,MS,6,DEPUTADO FEDERAL,MARLON RISLEY DIAS VIEIRA,2815,28,PRTB
2014,1,MS,MS,6,DEPUTADO FEDERAL,ELBERTO TELES RIBEIRO,4444,44,PRP
2014,1,MS,MS,6,DEPUTADO FEDERAL,LUIZ ANTONIO DA SILVA MARTINS,4433,44,PRP
2014,1,MS,MS,6,DEPUTADO FEDERAL,FRANCISCO DAS CHAGAS VERAS NASCIMENTO,4413,44,PRP
2014,1,MS,MS,6,DEPUTADO FEDERAL,OSVALDELINO ESCOBAR,1100,11,PP
2014,1,MS,MS,6,DEPUTADO FEDERAL,ELISANGELA DOS SANTOS ALMEIDA,1714,17,PSL
2014,1,MS,MS,6,DEPUTADO FEDERAL,ALIR TERRA LIMA,2213,22,PR
2014,1,MS,MS,6,DEPUTADO FEDERAL,CARLOS EDUARDO LHOPI JARDIM,4333,43,PV
2014,1,MS,MS,6,DEPUTADO FEDERAL,SILVIO CÉSAR SOARES DOS SANTOS,3190,31,PHS
2014,1,MS,MS,6,DEPUTADO FEDERAL,FÁBIO RICARDO TRAD,1580,15,PMDB
2014,1,MS,MS,6,DEPUTADO FEDERAL,AROLDO DE CASTRO TAVARES JÚNIOR,3111,31,PHS
2014,1,MS,MS,6,DEPUTADO FEDERAL,ALDENOR DIAS CARDOSO,3131,31,PHS
2014,1,MS,MS,6,DEPUTADO FEDERAL,ANTONIO PEREZ VERGARA DA ROCHA,5051,50,PSOL
2014,1,MS,MS,6,DEPUTADO FEDERAL,ELIZEU AMARILHA MATTOS,2713,27,PSDC
2014,1,MS,MS,6,DEPUTADO FEDERAL,ANTONIO LUIZ TEIXEIRA EMPKE JUNIOR,1501,15,PMDB
2014,1,MS,MS,6,DEPUTADO FEDERAL,ROSANA VALERIANO ARCE,5151,51,PEN
2014,1,MS,MS,6,DEPUTADO FEDERAL,MARCIA BRAMBILLA,5515,55,PSD
2014,1,MS,MS,6,DEPUTADO FEDERAL,IARA COSTA,3104,31,PHS
2014,1,MS,MS,6,DEPUTADO FEDERAL,ROSANA DE FÁTIMA MOREIRA,3333,33,PMN
2014,1,MS,MS,6,DEPUTADO FEDERAL,MARIA DE LOURDES ALENCAR LIMA,4513,45,PSDB
2014,1,MS,MS,6,DEPUTADO FEDERAL,MARIA AUXILIADORA MARTINS,4033,40,PSB
2014,1,MS,MS,6,DEPUTADO FEDERAL,SILVANI GOMES TORRES,3109,31,PHS
2014,1,MS,MS,6,DEPUTADO FEDERAL,GERALDO SALES,4547,45,PSDB
2014,1,MS,MS,6,DEPUTADO FEDERAL,WANDERLEY MACEDO LIMA,1717,17,PSL
2014,1,MS,MS,6,DEPUTADO FEDERAL,VALDECI CORREIA DA SILVA,2545,25,DEM
2014,1,MS,MS,6,DEPUTADO FEDERAL,DERLY DOS REIS DE OLIVEIRA,1111,11,PP
2014,1,MS,MS,6,DEPUTADO FEDERAL,ANTONIO FERREIRA DA CRUZ FILHO,2222,22,PR
2014,1,MS,MS,6,DEPUTADO FEDERAL,ODILON VASQUES DO PRADO,2700,27,PSDC
2014,1,MS,MS,6,DEPUTADO FEDERAL,MARIA ELOIR RODRIGUES VILANTE,1533,15,PMDB
2014,1,MS,MS,6,DEPUTADO FEDERAL,SILVANA DIAS DE SOUZA DE ALBUQUERQUE,2323,23,PPS
2014,1,MS,MS,6,DEPUTADO FEDERAL,SANDRO MARCELO FAUSTINO DE ALMEIDA,1413,14,PTB
2014,1,MS,MS,6,DEPUTADO FEDERAL,MARIZA ANDRADE ROCHA,4015,40,PSB
2014,1,MS,MS,6,DEPUTADO FEDERAL,LUIZ ALBERTO OVANDO,2014,20,PSC
2014,1,MS,MS,6,DEPUTADO FEDERAL,SANDRA CARRILHO DE OLIVEIRA,3121,31,PHS
2014,1,MS,MS,6,DEPUTADO FEDERAL,ODAIR JOSÉ BORTOLOTI,3123,31,PHS
2014,1,MS,MS,6,DEPUTADO FEDERAL,ASTRO REZENDE,7070,70,PT do B
2014,1,MS,MS,6,DEPUTADO FEDERAL,CEZAR RENATO GAZOLLA,3636,36,PTC
2014,1,MS,MS,6,DEPUTADO FEDERAL,LUIZ FELIPE GARAVELLO MENKEN,4400,44,PRP
2014,1,MS,MS,6,DEPUTADO FEDERAL,ÂNGELA MARIA COSTA,4544,45,PSDB
2014,1,MS,MS,6,DEPUTADO FEDERAL,ELIZABETH CRISTINA ALTAFINI DE CAMPOS,1235,12,PDT
2014,1,MS,MS,6,DEPUTADO FEDERAL,PAULO BORGES BEVILAQUA DA SILVA,9013,90,PROS
2014,1,MS,MS,6,DEPUTADO FEDERAL,MARCO ANTONIO CAMARGO VITOR,1011,10,PRB
2014,1,MG,MG,6,DEPUTADO FEDERAL,ESTER LEMOS CAMPOS BOTELHO,7788,77,SD
2014,1,MG,MG,6,DEPUTADO FEDERAL,JOSÉ HUMBERTO SOARES,5521,55,PSD
2014,1,MG,MG,6,DEPUTADO FEDERAL,THEREZINHA SANT ANNA COUTO,4053,40,PSB
2014,1,MG,MG,6,DEPUTADO FEDERAL,WELLINGTON ANTONIO VIEIRA,1900,19,PTN
2014,1,MG,MG,6,DEPUTADO FEDERAL,EDSON TOYOSHI CHIBA,2720,27,PSDC
2014,1,MG,MG,6,DEPUTADO FEDERAL,MARIA PERPETUO SOCORRO DE MORAES,4054,40,PSB
2014,1,MG,MG,6,DEPUTADO FEDERAL,AECIO TADEU FERREIRA SANTOS,2330,23,PPS
2014,1,MG,MG,6,DEPUTADO FEDERAL,JOSIANE ASSIS DE BOUCHERVILLE,1677,16,PSTU
2014,1,MG,MG,6,DEPUTADO FEDERAL,FELIPE DE FREITAS FONSECA,1617,16,PSTU
2014,1,MG,MG,6,DEPUTADO FEDERAL,RAQUEL DE SOUZA PRADO,1666,16,PSTU
2014,1,MG,MG,6,DEPUTADO FEDERAL,MATHEUS COSTA DE ALMEIDA,1699,16,PSTU
2014,1,MG,MG,6,DEPUTADO FEDERAL,JULIANA ROCHA MARQUES,1675,16,PSTU
2014,1,MG,MG,6,DEPUTADO FEDERAL,MAX FREDSON DE SOUZA MOL,1618,16,PSTU
2014,1,MG,MG,6,DEPUTADO FEDERAL,JORGE TARCISIO TORQUATO,5044,50,PSOL
2014,1,MG,MG,6,DEPUTADO FEDERAL,ADILSON JORGE ROSSY DOS SANTOS,1478,14,PTB
2014,1,MG,MG,6,DEPUTADO FEDERAL,PAULO ABI-ACKEL,4545,45,PSDB
2014,1,MG,MG,6,DEPUTADO FEDERAL,MOABE SIDONIO DA SILVA,3346,33,PMN
2014,1,MG,MG,6,DEPUTADO FEDERAL,NEIDE PEREIRA DE MELO TANNUS,3319,33,PMN
2014,1,MG,MG,6,DEPUTADO FEDERAL,REGINA APARECIDA DIAS DOS ANJOS,3305,33,PMN
2014,1,MG,MG,6,DEPUTADO FEDERAL,RENATO FABIANO MATHEUS,3313,33,PMN
2014,1,MG,MG,6,DEPUTADO FEDERAL,VALÉRIO NETO DE OLIVEIRA,2204,22,PR
2014,1,MG,MG,6,DEPUTADO FEDERAL,NIVALDO INACIO MORAIS,1123,11,PP
2014,1,MG,MG,6,DEPUTADO FEDERAL,RONALDO BARBOSA GONÇALVES,1345,13,PT
2014,1,MG,MG,6,DEPUTADO FEDERAL,JOSE ALBERTO BORGES DA SILVA,1909,19,PTN
2014,1,MG,MG,6,DEPUTADO FEDERAL,ANTONIA DE JESUS FERREIRA ARAÚJO,2514,25,DEM
2014,1,MG,MG,6,DEPUTADO FEDERAL,MARIA APARECIDA CORREA BUZETTI,5133,51,PEN
2014,1,MG,MG,6,DEPUTADO FEDERAL,MARIA LUCIA DIAS VALENTIM,4510,45,PSDB
2014,1,MG,MG,6,DEPUTADO FEDERAL,JOSE ONOFRE DA SILVA,2715,27,PSDC
2014,1,MG,MG,6,DEPUTADO FEDERAL,HUMBERTO GUIMARÃES SOUTO,2360,23,PPS
2014,1,MG,MG,6,DEPUTADO FEDERAL,FERNANDO DE MORAES,4312,43,PV
2014,1,MG,MG,6,DEPUTADO FEDERAL,EDNA SARMENTO BARROS,1232,12,PDT
2014,1,MG,MG,6,DEPUTADO FEDERAL,JUAREZ JOSÉ MUNIZ,1244,12,PDT
2014,1,MG,MG,6,DEPUTADO FEDERAL,PEDRO BATISTA,1344,13,PT
2014,1,MG,MG,6,DEPUTADO FEDERAL,SIDNEY DE OLIVEIRA LIMA,7093,70,PT do B
2014,1,MG,MG,6,DEPUTADO FEDERAL,VICENTE DINAERTI CARVALHO,4528,45,PSDB
2014,1,MG,MG,6,DEPUTADO FEDERAL,REGINALDO ROSSI DE PAULA,7092,70,PT do B
2014,1,MG,MG,6,DEPUTADO FEDERAL,MAC DOWEL CAMPOS SILVA,7766,77,SD
2014,1,MG,MG,6,DEPUTADO FEDERAL,OLAVO BILAC PINTO NETO,2245,22,PR
2014,1,MG,MG,6,DEPUTADO FEDERAL,ALOÍSIO RAFAEL SOARES,2544,25,DEM
2014,1,MG,MG,6,DEPUTADO FEDERAL,MARIA APARECIDA VIEIRA,4515,45,PSDB
2014,1,MG,MG,6,DEPUTADO FEDERAL,ALVARO RODRIGUES COELHO,7010,70,PT do B
2014,1,MG,MG,6,DEPUTADO FEDERAL,CELTON ROCHA MESQUITA,7057,70,PT do B
2014,1,MG,MG,6,DEPUTADO FEDERAL,JARI TRINDADE MENDONÇA,7015,70,PT do B
2014,1,MG,MG,6,DEPUTADO FEDERAL,JOSE GOMES DA FONSECA,7074,70,PT do B
2014,1,MG,MG,6,DEPUTADO FEDERAL,JAIME MARTINS FILHO,5550,55,PSD
2014,1,MG,MG,6,DEPUTADO FEDERAL,JOSÉ DE ARAÚJO GUEDES,1591,15,PMDB
2014,1,MG,MG,6,DEPUTADO FEDERAL,WILSON CALIXTO NOGUEIRA,1240,12,PDT
2014,1,MG,MG,6,DEPUTADO FEDERAL,NEWTON CARDOSO JÚNIOR,1510,15,PMDB
2014,1,MG,MG,6,DEPUTADO FEDERAL,AURÉLIO JOAQUIM DA SILVA,3140,31,PHS
2014,1,MG,MG,6,DEPUTADO FEDERAL,MARIA DO SOCORRO JÔ MORAES,6565,65,PC do B
2014,1,MG,MG,6,DEPUTADO FEDERAL,PABLO DO AMARAL LOPES,5112,51,PEN
2014,1,MG,MG,6,DEPUTADO FEDERAL,ANDREIA JACQUELINE PACHECO,3612,36,PTC
2014,1,MG,MG,6,DEPUTADO FEDERAL,ELIZABETH SIMÕES,3613,36,PTC
2014,1,MG,MG,6,DEPUTADO FEDERAL,RONALDO TEIXEIRA DE CARVALHO,3615,36,PTC
2014,1,MG,MG,6,DEPUTADO FEDERAL,ÁDILA VALDEMIRA SEVERINO DAS NEVES,3680,36,PTC
2014,1,MG,MG,6,DEPUTADO FEDERAL,JOSE LUIZ AUGUSTO,4078,40,PSB
2014,1,MG,MG,6,DEPUTADO FEDERAL,EDIVAM TEODORO,4027,40,PSB
2014,1,MG,MG,6,DEPUTADO FEDERAL,IRIS FERREIRA CHAVES,4069,40,PSB
2014,1,MG,MG,6,DEPUTADO FEDERAL,ISAIAS SILVESTRE,4077,40,PSB
2014,1,MG,MG,6,DEPUTADO FEDERAL,PAULO RIBEIRO DA GLORIA,2363,23,PPS
2014,1,MG,MG,6,DEPUTADO FEDERAL,ALOISIO SANTOS NEIVA,4011,40,PSB
2014,1,MG,MG,6,DEPUTADO FEDERAL,CELY PEREIRA DOS SANTOS,1788,17,PSL
2014,1,MG,MG,6,DEPUTADO FEDERAL,ADEILSON QUINTINO DE SOUSA,1750,17,PSL
2014,1,MG,MG,6,DEPUTADO FEDERAL,FABIO DOS SANTOS,1701,17,PSL
2014,1,MG,MG,6,DEPUTADO FEDERAL,FELIPE NERY CAETANO MAIA,2725,27,PSDC
2014,1,MG,MG,6,DEPUTADO FEDERAL,MARCIO CALAFIORI RESENDE,2011,20,PSC
2014,1,MG,MG,6,DEPUTADO FEDERAL,WAGNER JOSE DA SILVA,2041,20,PSC
2014,1,MG,MG,6,DEPUTADO FEDERAL,MARIA APARECIDA DA SILVEIRA DUARTE,3620,36,PTC
2014,1,MG,MG,6,DEPUTADO FEDERAL,GIOVANE FARINAZZO GAVIO,4533,45,PSDB
2014,1,MG,MG,6,DEPUTADO FEDERAL,JOSÉ CARLOS DE SOUZA,2033,20,PSC
2014,1,MG,MG,6,DEPUTADO FEDERAL,MARCELO HENRIQUE TEIXEIRA DIAS,4433,44,PRP
2014,1,MG,MG,6,DEPUTADO FEDERAL,CARLOS EDUARDO VENTURELLI MOSCONI,4513,45,PSDB
2014,1,MG,MG,6,DEPUTADO FEDERAL,PAULO DA COSTA JÚNIOR,4055,40,PSB
2014,1,MG,MG,6,DEPUTADO FEDERAL,FABRICIO LUIS RESENDE,7007,70,PT do B
2014,1,MG,MG,6,DEPUTADO FEDERAL,ODELMO LEÃO CARNEIRO SOBRINHO,1199,11,PP
2014,1,MG,MG,6,DEPUTADO FEDERAL,ROBERTO SIMAO,2820,28,PRTB
2014,1,MG,MG,6,DEPUTADO FEDERAL,GIRLEUSA FERREIRA DE SOUSA,1545,15,PMDB
2014,1,MG,MG,6,DEPUTADO FEDERAL,LUIZ ANTONIO BARROSO RODRIGUES,2024,20,PSC
2014,1,MG,MG,6,DEPUTADO FEDERAL,HÉLIO COSTA DE CAMPOS MELLO,1513,15,PMDB
